numero_serial;modelo;mid;estado;nome;nome_fantasia;codigo;fornecedor;AQUISICAO
VF80005235;X990;314373;NO CLIENTE;MITRA DIOCESANA DE BRAGANCA PAULISTA;PAROQUIA NOSSA SENHORA DA CONCEICAO RELIGIOSA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80008913;X990;1207171;NO CLIENTE;MEZANINI INDUSTRIA E COMERCIO DE ROUPAS LTDA;D VERA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005270;X990;307620;NO CLIENTE;SONILEI DE FATIMA PRETO;HORTIFRUTI CENTRAL;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80008924;X990;302773;NO CLIENTE;PRISCILA FARIA DANTAS LOBO;PRISCILA FARIA DANTAS LOBO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80008917;X990;302813;NO CLIENTE;BEB PIZZARIA LTDA;BELLA PIZZARIA;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80005386;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80005385;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80008916;X990;302813;NO CLIENTE;BEB PIZZARIA LTDA;BELLA PIZZARIA;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80008908;X990;1153087;NO CLIENTE;MARCENARIA ALIANCA;MARCENARIA ALIANCA;1708;ANA PAULA MIELLI;ALUGADA
VF80005378;X990;314416;NO CLIENTE;PATRICIA KELLI LOPES PEREIRA OLIVEIRA;MUNDO D MINAS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005255;X990;1201714;NO CLIENTE;BUDMOL DIGITAL LTDA;BUDMOL DIGITAL;2820;TRION PARTNERS LTDA;ALUGADA
VF80010403;X990;324414;NO CLIENTE;KELLY REGINA COSTA GONCALVES CARDOZO;AGRO GONCALVES CARDOZO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005271;X990;929507;NO CLIENTE;EDSON FAUSTINO RESTAURANTE E GASTRONOMIA;A MANA CENTRO;1708;ANA PAULA MIELLI;ALUGADA
VF80009969;X990;307620;NO CLIENTE;SONILEI DE FATIMA PRETO;HORTIFRUTI CENTRAL;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80005232;X990;314413;NO CLIENTE;THAINA CAROLINE MOREIRA GRANCONATO;MARLI MODAS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80009075;X990;304648;NO CLIENTE;ALTEMAR DE BARROS MACHADO ODONTOLOGICOS;DENTAL SOCORRENSE;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80009836;X990;1141168;NO CLIENTE;EMANUELA DE MORAES MANTOVANI;EMANUELA DE MORAES MANTOVANI;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005220;X990;322404;NO CLIENTE;MARCENARIA ARTIOLI LTDA;MARCENARIA ARTIOLI;1708;ANA PAULA MIELLI;ALUGADA
VF80009062;X990;977681;NO CLIENTE;MERCADINHO BROLEZE-LTDA;MERCADINHO BROLEZE-LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80008947;X990;323202;NO CLIENTE;ELTON PACELLI LIMA;BAR TRIANGULO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80010384;X990;1096817;NO CLIENTE;NARCISO BORIM JUNIOR;NARCISO BORIM JUNIOR;1708;ANA PAULA MIELLI;ALUGADA
VF80005236;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80009832;X990;295365;NO CLIENTE;MAX WILLIAN CALPACI;MAX TESTES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80008919;X990;1008333;NO CLIENTE;JOSILENE FROES DE GODOY;LANCHONETE AGUA DA  MINA;1708;ANA PAULA MIELLI;ALUGADA
VF80009064;X990;314213;NO CLIENTE;LEILA TOZETE DOS SANTOS GODOI;LEILA - AS MENINAS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80079998;X990;1071856;NO CLIENTE;GABRIEL MORETTI JORGE;GABRIEL MORETTI JORGE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005282;X990;1196811;NO CLIENTE;JOAO CARLOS  DOS  SANTOS  SILVA;MACLAREN´S BURGERS;2086;ELVYS - GRUPO POWERPAY;ALUGADA
VF80010413;X990;1196822;NO CLIENTE;KEYTSON AMANI ALVES SOARES;MINIBOX SAO JOSE;2086;ELVYS - GRUPO POWERPAY;ALUGADA
VF80005225;X990;1142248;NO CLIENTE;EDUARDA LEONIA SANTOS DA SILVA;DECO LANCHES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
VF80009060;X990;1196817;NO CLIENTE;HEITOR ALVES SOUZA;HS DISTRUBUIDORA;2086;ELVYS - GRUPO POWERPAY;ALUGADA
VF80009070;X990;1086830;NO CLIENTE;JORDANIA ROGERIA DO NASCIMENTO;LUA CHEIA;2086;ELVYS - GRUPO POWERPAY;ALUGADA
VF80005191;X990;1198023;NO CLIENTE;PESQUEIRA COMERCIO DE UTILIDADES LTDA;CASA NOVA IMPORTADOS;2086;ELVYS - GRUPO POWERPAY;ALUGADA
VF80005772;X990;295365;NO CLIENTE;MAX WILLIAN CALPACI;MAX TESTES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80063527;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80005272;X990;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;ALUGADA
VF80005515;X990;324260;NO CLIENTE;MARIA DE FATIMA BAIA DA SILVA;FAFA CABELO E CIA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005510;X990;304600;NO CLIENTE;SARTORI E PALTRINIERI COMERCIO DE LINGERIE LTDA;ROSE LINGERIE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005517;X990;314306;NO CLIENTE;ROBERTINA MODA E CONFECCOES DE ROUPAS LTDA;CONFECCOES ROBERTINA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005527;X990;1040392;NO CLIENTE;REBECA RIBEIRO;REBECA RIBEIRO TERAPIAS INTEGRATIVAS E LONGEVIDADE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80062525;X990;1209866;NO CLIENTE;LUAN DIAS SANTANA;UELTON DA RAPADURA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062245;X990;865132;NO CLIENTE;GUILHERME ESTEVES DE SOUSA MOREIRA;GUILHERME ESTEVES DE SOUSA MOREIRA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062248;X990;917816;NO CLIENTE;J C RAMALHO JUNIOR E MONPIAM LTDA;RIOS DE AVENTURA;1708;ANA PAULA MIELLI;ALUGADA
VF80062149;X990;1212945;NO CLIENTE;PWA TECNOLOGIA LTDA;PWA TECNOLOGIA LTDA;2820;TRION PARTNERS LTDA;ALUGADA
VF80062153;X990;1135579;NO CLIENTE;CELNET COMERCIO E SERVICOS DE TELEFONIA LTDA;CELNET CELULAR;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062120;X990;302330;NO CLIENTE;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SOCORRO;APAE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80062131;X990;1209866;NO CLIENTE;LUAN DIAS SANTANA;UELTON DA RAPADURA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062132;X990;302687;NO CLIENTE;FERNANDES & CASAGRANDE LTDA;ABC PAPELARIA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062162;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80062080;X990;1207080;NO CLIENTE;FERNANDA RODRIGUES GUIMARAES;STUDIO PERSONAL TAMARA LIMA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062108;X990;1209866;NO CLIENTE;LUAN DIAS SANTANA;UELTON DA RAPADURA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062078;X990;1210989;NO CLIENTE;NC COMERCIAL LTDA;NC COMERCIAL LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062461;X990;1148706;NO CLIENTE;COMIDAS MINEIRA E GOIANA LTDA;COMIDAS MINEIRA E GOIANA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80062429;X990;1207098;NO CLIENTE;SUPERAPP SERVICOS DE INFORMACOES CADASTRAIS LTDA;SUPERAPP;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80062447;X990;1118178;NO CLIENTE;ROBERTINA MODA E CONFECCOES DE ROUPAS LTDA;CONFECCOES ROBERTINA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80062413;X990;1205516;NO CLIENTE;FLAVIA REGINA CABRAL DIAS LTDA;SUPERMERCADO UNIAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80010826;X990;1229859;NO CLIENTE;GRAN MONUMENTAL RESTAURANTE E GASTROBAR LTDA;GRAN MONUMENTAL;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009132;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80009228;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80010426;X990;1223761;NO CLIENTE;COMETTI & CIA LTDA;COMETTI & CIA LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80002905;X990;1222015;NO CLIENTE;MUNICIPIO DE AGUAS DE SAO PEDRO;AGUAS DE SAO PEDRO GABINETE PREFEITO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80003093;X990;1212945;NO CLIENTE;PWA TECNOLOGIA LTDA;PWA TECNOLOGIA LTDA;2820;TRION PARTNERS LTDA;ALUGADA
VF80062000;X990;1217674;NO CLIENTE;EURIAELIS FACANHA PEREIRA NETO;EURIAELIS FACANHA PEREIRA NETO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80062033;X990;1204040;NO CLIENTE;PAULA BRUNA SALZANI DALLARI;PAULA BRUNA SALZANI DALLARI;1708;ANA PAULA MIELLI;ALUGADA
VF80062282;X990;316420;NO CLIENTE;MARILENE DONIZETE GUERRA;MARIA CROCHE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80061998;X990;1204040;NO CLIENTE;PAULA BRUNA SALZANI DALLARI;PAULA BRUNA SALZANI DALLARI;1708;ANA PAULA MIELLI;ALUGADA
VF80010409;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80010356;X990;1199623;NO CLIENTE;PRIMO ITAPUA 10 LTDA;10 E 20 DO PRIMO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80008063;X990;316430;NO CLIENTE;ADRIANO DOS SANTOS;DRI CAR REPAROS AUTOMOTIVOS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80062010;X990;1199951;NO CLIENTE;MARIELE APARECIDA SANTOS SILVA;SACOLAO IS BELVEDERE;2932;GRUPO EXATAPAY;ALUGADA
VF80002969;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80000153;X990;1170269;NO CLIENTE;PAULO HENRIQUE RAMALHO;PAULO BARBEARIA;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80062309;X990;1042690;NO CLIENTE;STUDIO 061 LTDA;STUDIO ROSY;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80004193;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80005483;X990;912679;NO CLIENTE;VANUZA GOMES DE SOUZA;LA ELEGANCE;1708;ANA PAULA MIELLI;ALUGADA
VF80065647;X990;1209413;NO CLIENTE;MARCIA REGINA DE FARIA MENEGHELLI;RANCHO POMPEIA;1708;ANA PAULA MIELLI;ALUGADA
VF80009950;X990;1227203;NO CLIENTE;EDNA RODRIGUES SANTOS;HOT DOG DA EDNA;2932;GRUPO EXATAPAY;ALUGADA
VF80002907;X990;1068934;NO CLIENTE;CAIQUE HENRIQUE FERREIRA CALHAS ME;ART CALHAS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80065604;X990;872166;NO CLIENTE;ANE KARINE DE ASSIS ARAUJO;ANE KARINE DE ASSIS ARAUJO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80062303;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80065575;X990;1206605;NO CLIENTE;ESCOLA DE IDIOMAS ASPEN LTDA;ESCOLA DE IDIOMAS ASPEN LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80062276;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80065644;X990;303396;NO CLIENTE;JESSICA REIS RESENDE DOS SANTOS;JESSICA REIS RESENDE;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80065649;X990;1203222;NO CLIENTE;SOLARTEC FOTOVOLTAICA LTDA;SOLARTEC FOTOVOLTAICA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80065614;X990;1204037;NO CLIENTE;LUIS PASSARELLI MADUREIRA;LUIS PASSARELLI MADUREIRA;1708;ANA PAULA MIELLI;ALUGADA
VF80062184;X990;303531;NO CLIENTE;ATACADAO SHOP LTDA;ATACADAO SHOP;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80065641;X990;1208819;NO CLIENTE;SAIF ELDIN MAJED EMRAN KHATTAB;PHARMABIO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80062121;X990;1152574;NO CLIENTE;DISTRIBUIDORA DO VITINHO LTDA;DISTRIBUIDORA DO VITIINHO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80065638;X990;1144081;NO CLIENTE;CLINICA MEDICA SANTA CLARA LTDA;CLINICA SANTA CLARA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80065546;X990;301623;NO CLIENTE;MUNDO DOS IMPORTADOS E VARIEDADES LTDA;MUNDO DOS IMPORTADOS E VARIEDADES LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009010;X990;1034968;NO CLIENTE;ATELIE ORAL;ATELIE ORAL;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
VF80062158;X990;1198360;NO CLIENTE;LOJA DO PRIMO IMPORTACAO E EXPORTACAO LTDA;LOJA DO PRIMO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80065634;X990;1213023;NO CLIENTE;ROTA DAS BEBIDAS LTDA;ROTA DAS BEBIDAS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80065633;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80065623;X990;307761;NO CLIENTE;TARCISIO PIRES DE SOUZA 06029962876;TARCISIO LANCHES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80065594;X990;1212381;NO CLIENTE;CHOPP XV LTDA;CHOPP XV LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80008007;X990;1213023;NO CLIENTE;ROTA DAS BEBIDAS LTDA;ROTA DAS BEBIDAS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80008208;X990;1202090;NO CLIENTE;LZ NAUTICA E PESCA LTDA;LUZINAUTICA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80065619;X990;1219073;NO CLIENTE;DOUGLAS CASAGRANDE VARANDA;PESQUEIRO SAO MIGUEL;1708;ANA PAULA MIELLI;ALUGADA
VF80009030;X990;1212381;NO CLIENTE;CHOPP XV LTDA;CHOPP XV LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80009042;X990;307596;NO CLIENTE;LUIZ OCTAVIANO CAMPALE CLAUZ;CNPJ -  GUAPPO SOCORRO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80009026;X990;302330;NO CLIENTE;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SOCORRO;APAE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80008172;X990;295365;NO CLIENTE;MAX WILLIAN CALPACI;MAX TESTES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80065656;X990;1159192;NO CLIENTE;LG PADARIA E MERCEARIA LTDA;LG PADARIA E MERCEARIA LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80009038;X990;1208817;NO CLIENTE;FRANCISCO VIDAL DA SILVA;SILVA BAR E RESTAURANTE;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80009028;X990;1206680;NO CLIENTE;KALMER MELO MORAES;PANE & GRANO;2936;M MILOCHI FOMENTO MERCANTIL LTDA;ALUGADA
VF80009040;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80004909;X990;1201361;NO CLIENTE;MARLENE SARTORI DE SOUZA;ROSE LINGERIE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80008085;X990;301623;NO CLIENTE;MUNDO DOS IMPORTADOS E VARIEDADES LTDA;MUNDO DOS IMPORTADOS E VARIEDADES LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009023;X990;1198358;NO CLIENTE;BRASIL VERDE DISTRIBUIDORA LTDA;LOJA PRIMO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80008175;X990;1199618;NO CLIENTE;PRIMO 10 LTDA;10 E 20 DO PRIMO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80010005;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80009025;X990;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;ALUGADA
VF80009034;X990;307893;NO CLIENTE;ANGELITA TRINTIN;VAREJAO SAN CLERIO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80009048;X990;304930;NO CLIENTE;DIOGO CARVALHO FALCONI;CENTRAL DO OLEO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80009986;X990;1203194;NO CLIENTE;CASA DE CARNE SABOR A MAIS LTDA;CASA DE CARNE SABOR A MAIS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80008176;X990;1208747;NO CLIENTE;ANA CAROLINA GOMES;ELETRICA GUARA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80008179;X990;321264;NO CLIENTE;META FORMA COMERCIO VAREJISTA SERVICO DE SAUDE LTDA;EMAGRECENTRO BRASILIA - AGUAS CLARAS;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
VF80008184;X990;1034948;NO CLIENTE;THIAGO CASAGRANDE DE OLIVEIRA;VIDRACARIA SOCORRENSE;1708;ANA PAULA MIELLI;ALUGADA
VF80010023;X990;300823;NO CLIENTE;JL COMERCIO DE ARTIGOS DO VESTUARIO E ACESSORIOS LTDA;BELA MAKE;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009930;X990;303120;NO CLIENTE;MARCUS VINICIUS RODRIGUES;MARCUS VINICIUS RODRIGUES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80004754;X990;865132;NO CLIENTE;GUILHERME ESTEVES DE SOUSA MOREIRA;GUILHERME ESTEVES DE SOUSA MOREIRA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80004768;X990;314424;NO CLIENTE;MARIA DA PENHA DE SOUZA;CASA DE AVES SAO FRANCISCO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80008160;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80008180;X990;1212381;NO CLIENTE;CHOPP XV LTDA;CHOPP XV LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80009990;X990;1144081;NO CLIENTE;CLINICA MEDICA SANTA CLARA LTDA;CLINICA SANTA CLARA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009533;X990;1205516;NO CLIENTE;FLAVIA REGINA CABRAL DIAS LTDA;SUPERMERCADO UNIAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009563;X990;1206274;NO CLIENTE;JOAO RICARDO CAMBRAIA DA SILVA;JOAO RICARDO CAMBRAIA DA SILVA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009548;X990;316190;NO CLIENTE;CASA DE MADEIRA FISIOTERAPIA LTDA;CS.MADEIRA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80009974;X990;1206367;NO CLIENTE;CASA DE CARNES PAZ LTDA;CASA DE CARNES PAZ;1879;JONATHAN SANTOS ANTHONIJSZ;ALUGADA
VF80009993;X990;300832;NO CLIENTE;LG COMERCIO DE ARTIGOS DO VESTIARIO E ACESSORIOS LTDA;LG COMERCIO DE ARTIGOS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007151;X990;300832;NO CLIENTE;LG COMERCIO DE ARTIGOS DO VESTIARIO E ACESSORIOS LTDA;LG COMERCIO DE ARTIGOS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007010;X990;302196;NO CLIENTE;PAPELARIA FM3 LTDA;PAPELARIA FUTURA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007170;X990;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;ALUGADA
VF80007179;X990;1204186;NO CLIENTE;PAYNEX PUB BAR LTDA;PAYNEX PUB;2936;M MILOCHI FOMENTO MERCANTIL LTDA;ALUGADA
VF80009547;X990;300823;NO CLIENTE;JL COMERCIO DE ARTIGOS DO VESTUARIO E ACESSORIOS LTDA;BELA MAKE;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009555;X990;1152574;NO CLIENTE;DISTRIBUIDORA DO VITINHO LTDA;DISTRIBUIDORA DO VITIINHO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009648;X990;1222015;NO CLIENTE;MUNICIPIO DE AGUAS DE SAO PEDRO;AGUAS DE SAO PEDRO GABINETE PREFEITO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80008384;X990;1222015;NO CLIENTE;MUNICIPIO DE AGUAS DE SAO PEDRO;AGUAS DE SAO PEDRO GABINETE PREFEITO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009676;X990;1222015;NO CLIENTE;MUNICIPIO DE AGUAS DE SAO PEDRO;AGUAS DE SAO PEDRO GABINETE PREFEITO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009619;X990;321561;NO CLIENTE;GUILHERME VARONI FERNANDES LUIZ;GUILHERME - GUGUILI;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80007204;X990;300832;NO CLIENTE;LG COMERCIO DE ARTIGOS DO VESTIARIO E ACESSORIOS LTDA;LG COMERCIO DE ARTIGOS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007193;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80009687;X990;1222269;NO CLIENTE;ALESSANDRO PETRUCCI DA HORA;ALESSANDRO PETRUCCI DA HORA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009671;X990;856871;NO CLIENTE;ATACADAO SAO LUIZ LTDA;ATACADAO SAO LUIZ;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009622;X990;856871;NO CLIENTE;ATACADAO SAO LUIZ LTDA;ATACADAO SAO LUIZ;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009614;X990;302196;NO CLIENTE;PAPELARIA FM3 LTDA;PAPELARIA FUTURA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007203;X990;1204040;NO CLIENTE;PAULA BRUNA SALZANI DALLARI;PAULA BRUNA SALZANI DALLARI;1708;ANA PAULA MIELLI;ALUGADA
VF80009661;X990;856871;NO CLIENTE;ATACADAO SAO LUIZ LTDA;ATACADAO SAO LUIZ;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80005520;X990;1204037;NO CLIENTE;LUIS PASSARELLI MADUREIRA;LUIS PASSARELLI MADUREIRA;1708;ANA PAULA MIELLI;ALUGADA
VF80005512;X990;1199866;NO CLIENTE;CAO SILVA LTDA;G EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
VF80007475;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80065613;X990;325319;NO CLIENTE;VIVIANE APARECIDA PEREIRA;O FORNEIRO PIZZARIA;1708;ANA PAULA MIELLI;ALUGADA
VF80065608;X990;316005;NO CLIENTE;DEBORA ELESBAO DE ANDRADE BARBOZA;BOM SABOR;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80009665;X990;316213;NO CLIENTE;NELSON ANTONIO GIANOTTI DE VASCONCELLOS;BAR E MERCEARIA 14 DE JULHO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010415;X990;1212945;NO CLIENTE;PWA TECNOLOGIA LTDA;PWA TECNOLOGIA LTDA;2820;TRION PARTNERS LTDA;ALUGADA
VF80010378;X990;1209845;NO CLIENTE;PADARIA E CONFEITARIA DAPRACA LTDA;PADARIA E CONFEITARIA DAPRACA LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80010422;X990;1198351;NO CLIENTE;DIMAS LUI GODOI;ADEGA GOLD BEER;1708;ANA PAULA MIELLI;ALUGADA
VF80008203;X990;321351;NO CLIENTE;S V DE TOLEDO & CIA LTDA;ELETRONICA ARCO IRIS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010377;X990;314422;NO CLIENTE;LUCIANO DOS SANTOS MENDONCA;MENDONCA - CENTRO DE TREINAMENTO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80005516;X990;314383;NO CLIENTE;THALITA BASTOS DE FREITAS E SILVA;ESTETICA THALITA BASTOS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
